,location,company,title,salary
401,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
402,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
403,United States,Predictive Science,Data Scientist,
404,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
405,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
406,United States,Predictive Science,Data Scientist,
407,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
408,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
409,United States,Predictive Science,Data Scientist,
410,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
411,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
412,United States,Predictive Science,Data Scientist,
413,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
414,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
415,United States,Predictive Science,Data Scientist,
416,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
417,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
418,United States,Predictive Science,Data Scientist,
419,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
420,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
421,United States,Predictive Science,Data Scientist,
422,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
423,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
424,United States,Predictive Science,Data Scientist,
425,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
426,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
427,United States,Predictive Science,Data Scientist,
428,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
429,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
430,United States,Predictive Science,Data Scientist,
431,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
432,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
433,United States,Predictive Science,Data Scientist,
434,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
435,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
436,United States,Predictive Science,Data Scientist,
437,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
438,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
439,United States,Predictive Science,Data Scientist,
440,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
441,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
442,United States,Predictive Science,Data Scientist,
443,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
444,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
445,United States,Predictive Science,Data Scientist,
446,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
447,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
448,United States,Predictive Science,Data Scientist,
449,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
450,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
451,United States,Predictive Science,Data Scientist,
452,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
453,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
454,United States,Predictive Science,Data Scientist,
455,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
456,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
457,United States,Predictive Science,Data Scientist,
458,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
459,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
460,United States,Predictive Science,Data Scientist,
461,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
462,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
463,United States,Predictive Science,Data Scientist,
464,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
465,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
466,United States,Predictive Science,Data Scientist,
467,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
468,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
469,United States,Predictive Science,Data Scientist,
470,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
471,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
472,United States,Predictive Science,Data Scientist,
473,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
474,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
475,United States,Predictive Science,Data Scientist,
476,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
477,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
478,United States,Predictive Science,Data Scientist,
479,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
480,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
481,United States,Predictive Science,Data Scientist,
482,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
483,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
484,United States,Predictive Science,Data Scientist,
485,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
486,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
487,United States,Predictive Science,Data Scientist,
488,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
489,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
490,United States,Predictive Science,Data Scientist,
491,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
492,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
493,United States,Predictive Science,Data Scientist,
494,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
495,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
496,United States,Predictive Science,Data Scientist,
497,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
498,"Houston, TX 77079",Johnson Service Group Inc.,"Data Analysis, Mining and Modeling Specialist (8386)",
499,United States,Predictive Science,Data Scientist,
500,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
501,"Houston, TX",alliantgroup,Project Associate,
502,United States,Predictive Science,Data Scientist,
503,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
504,"Houston, TX",alliantgroup,Project Associate,
505,United States,Predictive Science,Data Scientist,
506,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
507,"Houston, TX",alliantgroup,Project Associate,
508,United States,Predictive Science,Data Scientist,
509,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
510,"Houston, TX",alliantgroup,Project Associate,
511,United States,Predictive Science,Data Scientist,
512,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
513,"Houston, TX",alliantgroup,Project Associate,
514,United States,Predictive Science,Data Scientist,
515,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
516,"Houston, TX",alliantgroup,Project Associate,
517,United States,Predictive Science,Data Scientist,
518,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
519,"Houston, TX",alliantgroup,Project Associate,
520,United States,Predictive Science,Data Scientist,
521,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
522,"Houston, TX",alliantgroup,Project Associate,
523,United States,Predictive Science,Data Scientist,
524,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
525,"Houston, TX",alliantgroup,Project Associate,
526,United States,Predictive Science,Data Scientist,
527,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
528,"Houston, TX",alliantgroup,Project Associate,
529,United States,Predictive Science,Data Scientist,
530,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
531,"Houston, TX",alliantgroup,Project Associate,
532,United States,Predictive Science,Data Scientist,
533,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
534,"Houston, TX",alliantgroup,Project Associate,
535,United States,Predictive Science,Data Scientist,
536,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
537,"Houston, TX",alliantgroup,Project Associate,
538,United States,Predictive Science,Data Scientist,
539,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
540,"Houston, TX",alliantgroup,Project Associate,
541,United States,Predictive Science,Data Scientist,
542,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
543,"Houston, TX",alliantgroup,Project Associate,
544,United States,Predictive Science,Data Scientist,
545,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
546,"Houston, TX",alliantgroup,Project Associate,
547,United States,Predictive Science,Data Scientist,
548,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
549,"Houston, TX",alliantgroup,Project Associate,
550,United States,Predictive Science,Data Scientist,
551,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
552,"Houston, TX",alliantgroup,Project Associate,
553,United States,Predictive Science,Data Scientist,
554,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
555,"Houston, TX",alliantgroup,Project Associate,
556,United States,Predictive Science,Data Scientist,
557,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
558,"Houston, TX",alliantgroup,Project Associate,
559,United States,Predictive Science,Data Scientist,
560,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
561,"Houston, TX",alliantgroup,Project Associate,
562,United States,Predictive Science,Data Scientist,
563,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
564,"Houston, TX",alliantgroup,Project Associate,
565,United States,Predictive Science,Data Scientist,
566,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
567,"Houston, TX",alliantgroup,Project Associate,
568,United States,Predictive Science,Data Scientist,
569,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
570,"Houston, TX",alliantgroup,Project Associate,
571,United States,Predictive Science,Data Scientist,
572,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
573,"Houston, TX",alliantgroup,Project Associate,
574,United States,Predictive Science,Data Scientist,
575,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
576,"Houston, TX",alliantgroup,Project Associate,
577,United States,Predictive Science,Data Scientist,
578,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
579,"Houston, TX",alliantgroup,Project Associate,
580,United States,Predictive Science,Data Scientist,
581,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
582,"Houston, TX",alliantgroup,Project Associate,
583,United States,Predictive Science,Data Scientist,
584,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
585,"Houston, TX",alliantgroup,Project Associate,
586,United States,Predictive Science,Data Scientist,
587,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
588,"Houston, TX",alliantgroup,Project Associate,
589,United States,Predictive Science,Data Scientist,
590,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
591,"Houston, TX",alliantgroup,Project Associate,
592,United States,Predictive Science,Data Scientist,
593,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
594,"Houston, TX",alliantgroup,Project Associate,
595,United States,Predictive Science,Data Scientist,
596,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
597,"Houston, TX",alliantgroup,Project Associate,
598,United States,Predictive Science,Data Scientist,
599,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
600,"Houston, TX",alliantgroup,Project Associate,
601,United States,Predictive Science,Data Scientist,
602,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
603,"Houston, TX",alliantgroup,Project Associate,
604,United States,Predictive Science,Data Scientist,
605,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
606,"Houston, TX",alliantgroup,Project Associate,
607,United States,Predictive Science,Data Scientist,
608,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
609,"Houston, TX",alliantgroup,Project Associate,
610,United States,Predictive Science,Data Scientist,
611,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
612,"Houston, TX",alliantgroup,Project Associate,
613,United States,Predictive Science,Data Scientist,
614,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
615,"Houston, TX",alliantgroup,Project Associate,
616,United States,Predictive Science,Data Scientist,
617,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
618,"Houston, TX",alliantgroup,Project Associate,
619,United States,Predictive Science,Data Scientist,
620,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
621,"Houston, TX",alliantgroup,Project Associate,
622,United States,Predictive Science,Data Scientist,
623,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
624,"Houston, TX",alliantgroup,Project Associate,
625,United States,Predictive Science,Data Scientist,
626,"Houston, TX 77057",Wood Mackenzie,"Research Analyst, US Upstream Research",
